UT,Ack_text,Funders,Funders_Text,row_id
WOS:000229699700008,"Earlier versions and sections of this paper were presented at the University of Helsinki, at the University of Western Ontario, and at the 12th International Congress of Logic, Methodology, and Philosophy of Science in Oviedo, Spain. I am grateful to C.A. Hooker and to an Anonymous referee for penetrating comments. I also benefited from discussing some of the Issues in this paper with W.G. Demopoulos. I thank the Humanities and Social Sciences Research Council of Canada for support in this research. ",,,117
WOS:000229699700009,"I would like to express my deepest gratitude to Professors John Healy and Ian Kidd for their invaluable help in my studies on Pliny and Posidonius, respectively.",,,118
WOS:000229699700010,"Thanks to audiences at Cambridge and UC Berkeley for discussion. I am also grateful to Alex Oliver, Dominic Gregory, Dorothy Edgington, Gideon Rosen, Michael Potter, Paul Benacerraf, Peter Smith, Simon Blackburn, Tim Gowers, Timothy Williamson and three anonymous BJPS referees for comments on earlier drafts.",,,119
WOS:000229699700011,Many thanks to Michael Clark and to two anonymous referees for their helpful comments.,,,120
WOS:000231691500001,"I am grateful to Doug Ehring, David Hausman, Mark Heller, Steve Hiltz, Robert Howell, Jonathon Sutton, and Steve Sverdlick for helpful comments.",,,121
WOS:000231691500002,I would like to express my gratitude to D. Rutherford for his invaluable assis- tance. Three anonymous referees also provided many constructive comments.,,,122
WOS:000231691500003,"I would like to thank two anonymous referees for their comments on an earlier version of this article. The final version was written while I was a visiting scientist at the Max-Planck Institute of Human Development, Center for Adaptive Behavior and Cognition, Berlin. A draft was presented at the annual meeting of the Association for the Scientific Study of Consciousness in 2002.",,,123
WOS:000231691500004,"Most of this paper was written while I was a guest of Nuel Belnap’s at the University of Pittsburgh in the summer of 2003. I thank him both for his hospitality and for many helpful discussions. Furthermore, I have greatly benefitted from his numerous comments on previous versions of the paper, including the suggestion to ‘try the contrapositive’ on a previous proof of Lemma 2. I also thank Tomasz Placek for many stimulating discussions and for specific comments. Nuel Belnap, Tomasz Placek and Matthew Weiner have kindly shared their results prior to publication. Support by the Deutsche Forschungsgemeinschaft is also gratefully acknowledged.",,,124
WOS:000231691500005,I should like to thank R.F. Streater for some valuable criticism of an early draft.,,,125
WOS:000231691500006,"The present paper is based on work presented at UC San Diego, Bowdoin College, and the University at Albany. I want to express my thanks to Clark Glymour, Nancy Cartwright, Jonathan Cohen, Craig Callender, Rick Grush, Sam Rickless, Ron McClamrock, Robert Howell, Thomas Baumgarte, and an anonymous referee for helpful comments.",,,126
WOS:000231691500007,"Versions of this paper were read at the International Philosophy of Science conference in Dubrovnik, Croatia, in April 2003, and at Shanxi University, Beijing University and Qinghua University in April 2004. I am grateful to the audiences there, and to A. Bird, J. R. Brown, A. Chakravartty, N. Jardine, M. Kusch, P. Lipton, D. H. Mellor, R. Nola and D. Papineau for comments and discussion of earlier drafts.",,,127
WOS:000231691500008,"Thanks to Stephan Hartmann, Li Li, Patrick McGivern, Margaret Morrison, and an anonymous referee for this journal for comments on earlier versions of the paper.",,,128
WOS:000231691500009,"I would like to thank M. Morrison, G. Hatfield, those who attended my session at the 2001 meeting of the International Society for History, Philosophy, and Social Studies of Biology, and an anonymous reviewer for their invaluable comments and encouragement.",,,129
WOS:000233669500001,"The views I defend in this paper owe a great deal to Maudlin ([1994]) and to David Albert, with whom I have discussed these Issues for more than twenty years.  ",,,130
WOS:000233669500002,"It is a pleasure to thank audiences at the LMPS conference, Oviedo, 2003, the Discovering the Nanoscale conference, Darmstadt, 2003, and the New Directions in the Foundations of Physics meeting at the American Institute of Physics, 2004. I also acknowledge the help of Remko van der Lugt with finding literature on engineering sketching, and Massimiliano Carrara, Meir Hemmo, Wybo Houkes, F. A. Muller, and two anonymous referees for valu- able comments.",,,131
WOS:000233669500003,"We would like to thank Guido Bacciagaluppi, Miklos Redei, Gabor Hofer- Szabo, Inaki San Pedro, and Christian Wuthrich for fruitful discussions.",,,132
WOS:000233669500004,"Research reported here was supported by a grant from Consejo de Investigacio´ n, Universidad de Oriente (Project No. CI-5-1004-1152/2004).",,,133
WOS:000229099400001,"I would like to thank Hanjo Glock, Matthias Adam, Ansgar Beckermann, Wolfgang Schwarz and especially two anonymous referees for Erkenntuis for critical comments on earlier versions of this paper.",,,134
WOS:000229099400002,I would like to thank anonymous reviewers of the journal for their very helpful comments.,,,135
WOS:000229099400003,"I am greatly indebted to Michael Hand, Frank Hindriks, Bjorn Jespersen, Gert-Jan Lokhorst, Fred Muller, Johan van Benthem, Christopher von Bulow, and an anonymous referee for Erkenntnis for valuable comments on a previous version of this paper.",,,136
WOS:000229099400004,"This paper was presented at the fourth European Congress of Analytical Philo- sophy, and at the Department of Philosophy, Melbourne University. I wish to thank the audiences on those occasions. Special thanks to Daniel Stoljar for comments on an earlier draft. All flaws remain my responsibility.",,,137
WOS:000229099400005,"With thanks to David Braddon-Mitchell and Mark Colyvan for helpful discussion of these issues, and to two anonymous referees for this journal for many helpful points.",,,138
WOS:000229099400006,I am grateful to anonymous referees for Erkenntnis for suggesting useful improvements in this paper.,,,139
WOS:000232054500001,"An earlier version of this paper was presented at the Pacific Division meeting of the American Philosophical Association on March 27, 2004 in Pasadena, California. Thanks to Don Fallis for his perceptive commentary, and to the members of the audience, particularly Scott Aikin, for their comments as well. Thanks also to the two anonymous reviewers of Erkenntnis, and to Karen Jackson for their helpful comments and suggestions.",,,140
WOS:000232054500002,"I would like to thank Lisa Boardman, Elke Brendel, Eli Dresner, Walter Edelberg, Arthur Fine, John Fennell, Richard Foley, David Hull, Gary Iseminger, Ariela Lazar, Michelle Little, Axel Muller, Sandra Visser, and Meredith Williams, as well as various anonymous referees of the present and earlier versions of this paper for very helpful comments.",,,141
WOS:000232054500003,Warm thanks to Max Kolbel. Thanks also to the anonymous referees.,,,142
WOS:000232054500004,"I am indebted to Sherri Irvin, Rebecca Kukla, Ernie Lepore, Kirk Ludwig, Richard Manning, Michael Pool, Michel Seymour, Rob Stainton, Richard Vallee, and the anonymous referees for this journal for useful comments on earlier versions of this paper. I also want to thank the Social Sciences and Humanities Research Council of Canada for a research grant.",,,143
WOS:000232054500005,"I would like to thank Robert Audi, Wolfgang Lenzen and Hugh McCann for very helpful discussions of this paper as well as two anonymous referees of ‘‘Erkenntnis’’ for their valuable suggestions.",,,144
WOS:000232054600001,"Many thanks to Randolph Clarke, Heather Gert, Alfred Mele and Eddy Nahmias for helpful comments on an earlier version of this paper, and also to Paul Weirich for illuminating discussion of related issues. Thanks also to an anonymous referee.",,,145
WOS:000232054600002,"I would like to thank John Broome, Roger Crisp, Iwao Hirose, audiences in Keele and Oxford, and two anonymous referees for Erkenntnis, for extremely useful comments on various earlier drafts of this article. Thanks also to Gustaf Arrhenius, Niall Maclean, John McMillan, Olly Pooley, and Georgia Testa, for helpful conversations about these issues, and to Michael Otsuka and Iwao Hirose for permitting me to consult some of their unpublished writings. For their help with the preparation of the final draft, I am very grateful to Corine Besson and Johann Frick.",,,146
WOS:000232054600003,"Thanks go to Margaret Holmgren and Peter Vranas for helpful comments and discussions. I also thank Pat Francken, Rod Bertolet, and referees for Erkenntnis for their comments.",,,147
WOS:000232054600004,I wish to thank Michael Resnik and the other anonymous reviewer for their many detailed comments on early versions of this paper. The paper is significantly better as a result of their comments.,,,148
WOS:000232054600005,"I wish to thank Marco Forti and John Steel for helpful clarifications, and two anonymous referees, who suggested many improvements.",,,149
WOS:000232054600006,"I want to thank Markus Werning for interesting discussions on the topic, and Johannes Brandl, as well as two anonymous referees, for valuable remarks on the paper. This paper has been supported by the Austrian Research Fund FWF (J2344-G03).",,,150
WOS:000232054600007,I would like to thank two anonymous referees of Erkenntnis for their helpful suggestions in the writing of this paper.,,,151
WOS:000232583200002,"I would like to thank Thomas Dixon, Katherine Hawley, Peter Lipton, Jack MacIntosh, and Hugh Mellor for extremely helpful discussions, two referees for this journal for excellent suggestions, and SSHRC for financial support. Earlier drafts benefited greatly from interactions with audiences at the annual conferences of the British Society for the Philosophy of Science and the Canadian Society for History and Philosophy of Science, and with colloquium participants at the Universities of Calgary and Leeds.",,,152
